infered_area_id,total_ubertaxi_rides,total_yellowtaxi_rides,infered_area_geometry,market_potential
104,8,13,"POLYGON ((-73.97790000000001 40.7874, -73.978617 40.785837, -73.97713 40.786013, -73.97709999999999 40.7866, -73.9773 40.7872, -73.97790000000001 40.7874))",0.6190476190476191
105,9,6,"POLYGON ((-73.9739 40.7799, -73.9752 40.7802, -73.97499999999999 40.78, -73.973857 40.779177, -73.973822 40.779182, -73.97329999999999 40.7797, -73.9739 40.7799))",0.4
106,6,12,"POLYGON ((-73.980244 40.785521, -73.9802 40.7853, -73.97959200000001 40.785392, -73.979457 40.786102, -73.97942500000001 40.786907, -73.97991400000001 40.786325, -73.98013 40.785967, -73.9802 40.7857, -73.980244 40.785521))",0.6666666666666666
107,2,13,"POLYGON ((-73.979507 40.784322, -73.978675 40.7854, -73.9789 40.7855, -73.97936 40.78502, -73.9795 40.784665, -73.979507 40.784322))",0.8666666666666667
108,20,16,"POLYGON ((-73.9787 40.7765, -73.977 40.7767, -73.97704 40.776784, -73.97854 40.77795, -73.97965500000001 40.778158, -73.979877 40.777983, -73.979685 40.777472, -73.979315 40.776782, -73.9787 40.7765))",0.4444444444444444
109,17,19,"POLYGON ((-73.974204 40.778708, -73.9747 40.779, -73.9765 40.7764, -73.97669999999999 40.7752, -73.975762 40.775868, -73.974226 40.778528, -73.974204 40.778708))",0.5277777777777778
110,14,1,"POLYGON ((-73.99169999999999 40.7677, -73.991 40.7676, -73.991035 40.767662, -73.9915 40.7681, -73.99169999999999 40.7681, -73.99169999999999 40.7677))",0.06666666666666667
111,12,21,"POLYGON ((-73.9919 40.7664, -73.99169999999999 40.764712, -73.98820000000001 40.7666, -73.9897 40.7677, -73.9919 40.7664))",0.6363636363636364
112,5,14,"POLYGON ((-73.98430999999999 40.78009, -73.9853 40.7802, -73.98507499999999 40.779172, -73.985 40.7791, -73.984882 40.779069, -73.98483 40.779115, -73.9842 40.7798, -73.984275 40.780072, -73.98430999999999 40.78009))",0.7368421052631579
113,8,8,"POLYGON ((-73.97669999999999 40.7783, -73.977447 40.779767, -73.97805200000001 40.778992, -73.9781 40.7787, -73.97800000000002 40.7783, -73.97669999999999 40.7783))",0.5
114,9,11,"POLYGON ((-73.9836 40.7785, -73.983227 40.77729, -73.982782 40.77699, -73.982721 40.776963, -73.9825 40.776877, -73.98205799999999 40.77695, -73.981988 40.777287, -73.9829 40.7782, -73.9832 40.7785, -73.9836 40.7785))",0.55
115,19,23,"POLYGON ((-73.997557 40.757537, -73.9988 40.7569, -73.998402 40.755855, -73.99811800000001 40.755817, -73.995802 40.75569, -73.99720000000001 40.7575, -73.997557 40.757537))",0.5476190476190477
116,8,22,"POLYGON ((-73.98180000000001 40.7813, -73.9821 40.7803, -73.981748 40.780102, -73.9816 40.7802, -73.98109000000001 40.780923, -73.980992 40.781182, -73.98139999999999 40.7813, -73.98180000000001 40.7813))",0.7333333333333333
117,13,18,"POLYGON ((-73.98069699999999 40.784045, -73.9819 40.7822, -73.98100000000002 40.7816, -73.980677 40.781492, -73.9804 40.7814, -73.9803 40.7816, -73.97963 40.78378499999999, -73.98044 40.784032, -73.98069699999999 40.784045))",0.5806451612903226
118,16,36,"POLYGON ((-73.980704 40.77825, -73.9798 40.7804, -73.98003 40.78073, -73.9837 40.7795, -73.98239000000001 40.778097, -73.98219499999999 40.777898, -73.982015 40.777831, -73.98184499999999 40.777826, -73.980704 40.77825))",0.6923076923076923
119,4,12,"POLYGON ((-73.98006700000001 40.781098, -73.979377 40.781027, -73.979 40.7823, -73.97909 40.782315, -73.9796 40.7818, -73.98006700000001 40.781098))",0.75
120,11,12,"POLYGON ((-73.97920000000001 40.7835, -73.97888399999999 40.782815, -73.978787 40.78265, -73.977 40.7826, -73.977087 40.782825, -73.97800000000002 40.7832, -73.9787 40.7834, -73.97920000000001 40.7835))",0.5217391304347826
121,28,23,"POLYGON ((-73.97704899999999 40.782232, -73.9769 40.7808, -73.976658 40.780568, -73.976505 40.780563, -73.97626899999999 40.780808, -73.9761 40.781, -73.97551800000001 40.781817, -73.97535000000001 40.782082, -73.9752 40.7824, -73.975162 40.78257199999999, -73.975193 40.782658, -73.976449 40.782522, -73.9765 40.7825, -73.97704899999999 40.782232))",0.45098039215686275
122,15,8,"POLYGON ((-74.01334799999999 40.703915, -74.014347 40.703967, -74.014397 40.703927, -74.01439999999999 40.7033, -74.0142 40.7027, -74.012293 40.701452, -74.01260000000001 40.7026, -74.01334799999999 40.703915))",0.34782608695652173
123,14,16,"POLYGON ((-73.97020000000001 40.7857, -73.9704 40.7866, -73.972031 40.78685, -73.972464 40.786597, -73.973136 40.785397, -73.97309 40.785062, -73.97020000000001 40.7857))",0.5333333333333333
124,8,18,"POLYGON ((-73.97076 40.783443, -73.9704 40.783645, -73.96916400000001 40.785315, -73.96894899999999 40.785742, -73.96899999999999 40.7858, -73.9692 40.7859, -73.969666 40.785594, -73.97029999999999 40.7848, -73.97069999999999 40.7837, -73.97076 40.783443))",0.6923076923076923
125,13,2,"POLYGON ((-74.01349999999999 40.7086, -74.0147 40.708, -74.0136 40.707, -74.01349999999999 40.707, -74.01300000000001 40.7073, -74.0128 40.7075, -74.0128 40.7082, -74.01349999999999 40.7086))",0.13333333333333333
126,14,5,"POLYGON ((-74.00749999999999 40.7101, -74.0085 40.7098, -74.00830000000001 40.7093, -74.0078 40.7089, -74.0073 40.7087, -74.00665500000001 40.709113, -74.0065 40.7095, -74.006507 40.709669, -74.00657700000001 40.70979699999999, -74.00749999999999 40.7101))",0.2631578947368421
127,17,9,"POLYGON ((-74.011455 40.705408, -74.012647 40.706402, -74.0127 40.7064, -74.01309999999999 40.7061, -74.013867 40.705492, -74.0137 40.7052, -74.01346700000001 40.704813, -74.0133 40.7047, -74.0123 40.7047, -74.0117 40.7052, -74.011455 40.705408))",0.34615384615384615
128,20,15,"POLYGON ((-74.01430000000001 40.7162, -74.01366 40.716875, -74.013828 40.71769699999999, -74.01439999999999 40.7183, -74.015 40.718, -74.015 40.7168, -74.0149 40.7167, -74.01430000000001 40.7162))",0.42857142857142855
129,9,7,"POLYGON ((-74.01100000000002 40.7075, -74.0104 40.7079, -74.010997 40.708282, -74.01114 40.70829000000001, -74.012 40.7078, -74.012107 40.707538, -74.011945 40.7075, -74.01100000000002 40.7075))",0.4375
130,17,16,"POLYGON ((-74.015315 40.716317, -74.01638199999999 40.714966, -74.0162 40.7148, -74.015466 40.715062, -74.01479999999999 40.7157, -74.01479999999999 40.7158, -74.015 40.7161, -74.015315 40.716317))",0.48484848484848486
131,30,19,"POLYGON ((-74.0151 40.7151, -74.01589200000001 40.714315, -74.0155 40.714, -74.01479999999999 40.7138, -74.01390000000001 40.7138, -74.014216 40.714309, -74.0151 40.7151))",0.3877551020408163
132,25,14,"POLYGON ((-73.9803 40.7285, -73.97929999999999 40.7288, -73.9794 40.7301, -73.97969999999999 40.7303, -73.9808 40.7308, -73.98151300000001 40.730902, -73.981483 40.728895, -73.9803 40.7285))",0.358974358974359
133,10,9,"POLYGON ((-73.9787 40.7297, -73.97864799999999 40.728552, -73.9786 40.7286, -73.97790000000001 40.7294, -73.977878 40.72948, -73.9778 40.7299, -73.9778 40.7304, -73.97790000000001 40.7306, -73.9787 40.73, -73.9787 40.7297))",0.47368421052631576
134,46,34,"POLYGON ((-74.0094 40.7052, -74.01225699999999 40.704262, -74.01221 40.703787, -74.0121 40.703032, -74.0115 40.702, -74.01130000000001 40.7019, -74.0112 40.7019, -74.00830000000001 40.7036, -74.00843499999999 40.704702, -74.0094 40.7052))",0.425
135,17,14,"POLYGON ((-74.0046 40.7079, -74.00490000000001 40.7072, -74.0048 40.7069, -74.004215 40.706962, -74.00409999999999 40.707, -74.003742 40.707595, -74.00378000000001 40.70788, -74.0046 40.7079))",0.45161290322580644
136,24,6,"POLYGON ((-74.0072 40.7081, -74.0076 40.7075, -74.0073 40.7074, -74.00579999999999 40.7074, -74.0055 40.7076, -74.00523199999999 40.707792, -74.00558000000001 40.708132, -74.0064 40.7084, -74.0069 40.7083, -74.0072 40.7081))",0.2
137,15,24,"POLYGON ((-73.985792 40.726741, -73.9855 40.7269, -73.9836 40.7297, -73.9834 40.7302, -73.9838 40.7301, -73.98439999999999 40.7295, -73.98569999999999 40.7272, -73.985792 40.726741))",0.6153846153846154
138,13,10,"POLYGON ((-74.00568299999999 40.705851, -74.0051 40.7066, -74.0068 40.7071, -74.0072 40.707, -74.00700000000001 40.7067, -74.00634699999999 40.706247, -74.00568299999999 40.705851))",0.43478260869565216
139,26,15,"POLYGON ((-74.00830999999999 40.705218, -74.0078 40.7047, -74.0072 40.705, -74.0067 40.7056, -74.0065 40.7059, -74.006897 40.70622, -74.00830999999999 40.705218))",0.36585365853658536
140,30,12,"POLYGON ((-74.01100000000002 40.7087, -74.009413 40.710017, -74.00960000000001 40.7106, -74.0099 40.7106, -74.011348 40.710492, -74.011972 40.709522, -74.0119 40.7093, -74.01100000000002 40.7087))",0.2857142857142857
141,9,9,"POLYGON ((-74.00920000000001 40.7107, -74.00839999999999 40.7112, -74.008042 40.711725, -74.008044 40.712032, -74.0081 40.7121, -74.00815 40.712067, -74.00920000000001 40.7109, -74.00920000000001 40.7107))",0.5
142,58,37,"POLYGON ((-73.98480000000001 40.7235, -73.9783 40.727, -73.979 40.7278, -73.982 40.728507, -73.9836 40.7286, -73.9842 40.7279, -73.9846 40.7273, -73.986 40.7239, -73.985015 40.723489, -73.98480000000001 40.7235))",0.3894736842105263
143,31,4,"POLYGON ((-73.9842 40.7239, -73.98309999999999 40.7225, -73.9825 40.7225, -73.9821 40.7238, -73.9821 40.7239, -73.9833 40.7246, -73.9837 40.7247, -73.9842 40.7239))",0.11428571428571428
144,37,18,"POLYGON ((-73.9914 40.721, -73.99120000000001 40.7176, -73.99116500000001 40.717552, -73.9911 40.7175, -73.9901 40.717, -73.98950000000001 40.717, -73.989048 40.7187, -73.98899999999998 40.7203, -73.989425 40.720595, -73.9914 40.721))",0.32727272727272727
145,14,4,"POLYGON ((-73.99179599999999 40.716177, -73.9907 40.7153, -73.9903 40.7162, -73.9902 40.7165, -73.9909 40.7168, -73.9915 40.7168, -73.99178000000001 40.716262, -73.99179599999999 40.716177))",0.2222222222222222
146,16,4,"POLYGON ((-74.008 40.7078, -74.008 40.708, -74.008392 40.707895, -74.0091 40.7075, -74.009123 40.706712, -74.0081 40.7068, -74.008 40.7078))",0.2
147,44,9,"POLYGON ((-74.00960000000001 40.7066, -74.0103 40.70594699999999, -74.00965699999999 40.705557, -74.00879999999999 40.7056, -74.00790000000001 40.7058, -74.0078 40.7061, -74.0081 40.7065, -74.00960000000001 40.7066))",0.16981132075471697
148,10,8,"POLYGON ((-73.9863 40.7329, -73.985445 40.73182, -73.9837 40.7317, -73.9838 40.732, -73.985 40.7326, -73.9863 40.7329))",0.4444444444444444
149,41,33,"POLYGON ((-73.98909999999999 40.7284, -73.9884 40.7277, -73.98699999999999 40.7275, -73.98690000000001 40.7275, -73.9854 40.7299, -73.98560000000001 40.7309, -73.98581300000001 40.7314, -73.98909999999999 40.7293, -73.98909999999999 40.7284))",0.44594594594594594
150,14,5,"POLYGON ((-73.9892 40.7263, -73.9903 40.7257, -73.99018199999999 40.725532, -73.98899999999998 40.7252, -73.9881 40.7256, -73.98820000000001 40.7257, -73.9892 40.7263))",0.2631578947368421
151,18,2,"POLYGON ((-73.9841 40.721, -73.986 40.7194, -73.9859 40.7193, -73.985178 40.719117, -73.9851 40.7191, -73.985 40.7192, -73.98480000000001 40.7195, -73.9845 40.719992, -73.9841 40.7208, -73.9841 40.721))",0.1
152,12,19,"POLYGON ((-73.97960500000001 40.735577, -73.979603 40.73547199999999, -73.9795 40.7355, -73.9778 40.7364, -73.977422 40.738312, -73.977402 40.73856, -73.977779 40.738356, -73.97920000000001 40.7372, -73.9794 40.737, -73.97960500000001 40.73567199999999, -73.97960500000001 40.735577))",0.6129032258064516
153,10,6,"POLYGON ((-73.9787 40.7346, -73.97839999999999 40.7342, -73.977813 40.733955, -73.97709999999999 40.7337, -73.97687500000001 40.733677, -73.9769 40.7337, -73.9776 40.7341, -73.97793799999999 40.734255, -73.9787 40.7346))",0.375
154,14,35,"POLYGON ((-73.982 40.7344, -73.98297600000001 40.73162, -73.9829 40.7309, -73.98253699999999 40.730794, -73.98220000000001 40.7311, -73.979238 40.734789, -73.9796 40.735, -73.982 40.7344))",0.7142857142857143
155,12,17,"POLYGON ((-73.9877 40.727, -73.988264 40.723869, -73.987871 40.723933, -73.9877 40.7241, -73.98739999999999 40.7244, -73.986237 40.726325, -73.98650000000001 40.7266, -73.9872 40.727, -73.9877 40.727))",0.5862068965517241
156,11,12,"POLYGON ((-73.988788 40.722107, -73.98769799999999 40.722782, -73.98820000000001 40.7234, -73.988285 40.72345, -73.9884 40.7234, -73.98899999999998 40.7226, -73.989087 40.722205, -73.988905 40.722092, -73.988788 40.722107))",0.5217391304347826
157,51,21,"POLYGON ((-73.9897 40.7213, -73.987827 40.719248, -73.9866 40.7195, -73.9854 40.722, -73.9855 40.7221, -73.986237 40.722405, -73.98694 40.722321, -73.98899999999998 40.7217, -73.989405 40.721563, -73.9897 40.7213))",0.2916666666666667
158,5,16,"POLYGON ((-74.00008699999999 40.747648, -74.0008 40.7479, -74.001305 40.74733, -74.00165200000001 40.746666, -74.00151600000001 40.746406, -74.001284 40.746291, -74.0009 40.7463, -74.00008699999999 40.747648))",0.7619047619047619
159,1,18,"POLYGON ((-73.95168699999999 40.785042, -73.951536 40.785096, -73.950022 40.787075, -73.949714 40.787786, -73.95115899999999 40.786007, -73.95168699999999 40.785042))",0.9473684210526315
160,9,10,"POLYGON ((-73.95236700000001 40.77307, -73.9534 40.7726, -73.952838 40.772126, -73.95240600000001 40.772334, -73.95236700000001 40.77307))",0.5263157894736842
161,17,28,"POLYGON ((-73.9507 40.7808, -73.9487 40.7849, -73.9487 40.7852, -73.949405 40.78528499999999, -73.950755 40.785035, -73.951705 40.783682, -73.9522 40.7822, -73.95229999999999 40.7816, -73.95195 40.781316, -73.9515 40.7811, -73.95100000000002 40.7809, -73.9507 40.7808))",0.6222222222222222
162,13,3,"POLYGON ((-73.9992 40.73, -73.999 40.7292, -73.9984 40.7287, -73.9982 40.7289, -73.998 40.7292, -73.9983 40.7296, -73.9988 40.7299, -73.9992 40.73))",0.1875
163,26,31,"POLYGON ((-73.9481 40.7805, -73.9474 40.7819, -73.94762299999999 40.783693, -73.947783 40.783707, -73.9491 40.7825, -73.949718 40.78157, -73.95057800000001 40.779792, -73.95049499999999 40.77968, -73.950367 40.779707, -73.9481 40.7805))",0.543859649122807
164,22,8,"POLYGON ((-73.9986 40.7553, -74.0008 40.7544, -74.00060000000001 40.7543, -73.999748 40.753957, -73.9991 40.7537, -73.9988 40.7537, -73.9971 40.7538, -73.9986 40.7553))",0.26666666666666666
165,15,18,"POLYGON ((-73.95670600000001 40.786724, -73.956778 40.786475, -73.95569999999999 40.7861, -73.954679 40.78643, -73.95411800000001 40.787261, -73.95399999999999 40.7875, -73.95484499999999 40.789092, -73.95497900000001 40.789126, -73.955443 40.788488, -73.95670600000001 40.786724))",0.5454545454545454
166,20,13,"POLYGON ((-73.95480000000001 40.785, -73.9546 40.7858, -73.95529999999999 40.7857, -73.956835 40.784983, -73.956762 40.783812, -73.956592 40.783447, -73.95480000000001 40.785))",0.3939393939393939
167,8,16,"POLYGON ((-73.9584 40.77781, -73.95766 40.777752, -73.95780000000001 40.7787, -73.958 40.7791, -73.95835699999999 40.778877, -73.95886800000001 40.778488, -73.958995 40.77828, -73.958772 40.778055, -73.9584 40.77781))",0.6666666666666666
168,6,9,"POLYGON ((-73.957672 40.780158, -73.95780000000001 40.7796, -73.95773699999999 40.779475, -73.95755200000001 40.779502, -73.95722499999999 40.779607, -73.9568 40.78, -73.9568 40.780057, -73.956817 40.780165, -73.9569 40.7803, -73.95711800000001 40.780456, -73.9575 40.7803, -73.957672 40.780158))",0.6
169,7,19,"POLYGON ((-73.95505300000001 40.782632, -73.95444599999999 40.783709, -73.95446200000001 40.78383, -73.954667 40.783822, -73.956 40.7832, -73.9559 40.783, -73.9555 40.7826, -73.95505300000001 40.782632))",0.7307692307692307
170,12,9,"POLYGON ((-73.954397 40.784662, -73.9542 40.7841, -73.9539 40.7843, -73.95359999999999 40.7848, -73.95359999999999 40.7849, -73.95362800000001 40.785102, -73.95399999999999 40.7851, -73.954397 40.784662))",0.42857142857142855
171,8,12,"POLYGON ((-73.9881 40.7675, -73.98690000000001 40.7663, -73.986357 40.766318, -73.986315 40.766502, -73.98619100000001 40.767095, -73.98734499999999 40.768135, -73.9877 40.7679, -73.9881 40.7675))",0.6
172,4,12,"POLYGON ((-73.9588 40.7656, -73.958337 40.764552, -73.9577 40.7643, -73.95764200000001 40.76434099999999, -73.957356 40.765837, -73.957672 40.765835, -73.9588 40.7656))",0.75
173,7,30,"POLYGON ((-73.96045699999999 40.761255, -73.95876800000001 40.76391599999999, -73.95880200000001 40.76427, -73.9603 40.7638, -73.96074 40.762332, -73.960717 40.761598, -73.96069399999999 40.761275, -73.96045699999999 40.761255))",0.8108108108108109
174,25,17,"POLYGON ((-73.96250000000001 40.7604, -73.9624 40.759, -73.96120000000001 40.7584, -73.96080000000001 40.7583, -73.9607 40.7583, -73.960202 40.76087, -73.961063 40.760825, -73.96250000000001 40.7606, -73.96250000000001 40.7604))",0.40476190476190477
175,37,65,"POLYGON ((-73.966695 40.753972, -73.96603499999999 40.753822, -73.9636 40.7553, -73.960503 40.757573, -73.9597 40.7583, -73.959568 40.758842, -73.963025 40.758415, -73.964 40.7579, -73.966695 40.753972))",0.6372549019607843
176,20,7,"POLYGON ((-74.0059 40.7491, -74.00399999999998 40.7493, -74.00449999999999 40.74959699999999, -74.0047 40.7497, -74.00530000000001 40.75, -74.005702 40.750015, -74.006 40.75, -74.0063 40.7498, -74.00649200000001 40.74966, -74.006514 40.749604, -74.006434 40.749469, -74.0059 40.7491))",0.25925925925925924
177,11,6,"POLYGON ((-74.006713 40.74888, -74.0072 40.7487, -74.005 40.74800000000001, -74.004921 40.748088, -74.00530000000001 40.7485, -74.006713 40.74888))",0.35294117647058826
178,12,6,"POLYGON ((-74.00529399999999 40.75139799999999, -74.0034 40.7515, -74.0035 40.7516, -74.004295 40.752043, -74.005 40.7522, -74.0051 40.7521, -74.0052 40.7518, -74.00529399999999 40.75139799999999))",0.3333333333333333
179,30,20,"POLYGON ((-74.00539999999999 40.7507, -74.005527 40.751132, -74.0067 40.7517, -74.0069 40.7514, -74.0069 40.7513, -74.006305 40.750902, -74.00562499999999 40.750662, -74.00539999999999 40.7507))",0.4
180,19,7,"POLYGON ((-73.9644 40.7758, -73.96465000000001 40.775832, -73.965 40.7756, -73.96639999999999 40.7736, -73.96640500000001 40.773547, -73.9649 40.7741, -73.9644 40.7758))",0.2692307692307692
181,21,1,"POLYGON ((-74.00879999999999 40.7475, -74.00920000000001 40.7477, -74.01000000000001 40.747, -74.0102 40.7464, -74.01009999999999 40.746, -74.00960000000001 40.7461, -74.0093 40.7462, -74.00879999999999 40.7475))",0.045454545454545456
182,34,10,"POLYGON ((-74.0068 40.7456, -74.0077 40.7476, -74.00830000000001 40.7474, -74.00852399999999 40.746244, -74.0086 40.7448, -74.0078 40.745, -74.0068 40.7456))",0.22727272727272727
183,14,1,"POLYGON ((-74.0033 40.7505, -74.00320000000001 40.7506, -74.00369999999999 40.751, -74.00383199999999 40.751087, -74.0038 40.7509, -74.00360000000001 40.7506, -74.0033 40.7505))",0.06666666666666667
184,7,19,"POLYGON ((-74.004544 40.747156, -74.0046 40.7473, -74.00579999999999 40.7458, -74.0061 40.7453, -74.0061 40.7451, -74.005882 40.745217, -74.005735 40.745363, -74.00481500000001 40.746416, -74.004544 40.747156))",0.7307692307692307
185,22,11,"POLYGON ((-74.006935 40.744062, -74.0063 40.7437, -74.00620000000001 40.7437, -74.0061 40.7438, -74.00615500000001 40.744622, -74.00620000000001 40.7448, -74.0065 40.7447, -74.00660000000001 40.744612, -74.006935 40.744062))",0.3333333333333333
186,28,11,"POLYGON ((-74.0061 40.7422, -74.00665500000001 40.743538, -74.00709999999999 40.7438, -74.00725899999999 40.743798, -74.0076 40.7431, -74.0077 40.7428, -74.0072 40.7426, -74.0061 40.7422))",0.28205128205128205
187,12,14,"POLYGON ((-74.00443800000001 40.747644, -74.004137 40.747397, -74.002762 40.747014, -74.00230000000001 40.7469, -74.0025 40.7471, -74.00399999999998 40.74800000000001, -74.0044 40.7478, -74.00443800000001 40.747644))",0.5384615384615384
188,19,13,"POLYGON ((-74.00360000000001 40.7486, -74.003732 40.748202, -74.0035 40.7483, -74.0029 40.749, -74.002477 40.749575, -74.00239999999999 40.7498, -74.0029 40.7497, -74.003 40.7496, -74.0034 40.7491, -74.00360000000001 40.7486))",0.40625
189,11,9,"POLYGON ((-74.0125 40.7157, -74.01179999999999 40.7167, -74.01220000000001 40.717, -74.01269000000001 40.716833, -74.013203 40.71644000000001, -74.01309999999999 40.7162, -74.01291999999999 40.715946, -74.0125 40.7157))",0.45
190,14,7,"POLYGON ((-73.9843 40.7385, -73.98500300000001 40.738722, -73.9855 40.7386, -73.985789 40.738491, -73.98571200000001 40.738227, -73.98520000000001 40.738, -73.985 40.738, -73.9843 40.7385))",0.3333333333333333
191,5,19,"POLYGON ((-73.98321800000001 40.73807, -73.98324699999999 40.738792, -73.9834 40.7389, -73.983853 40.738371, -73.98428299999999 40.737417, -73.983857 40.737535, -73.98321800000001 40.73807))",0.7916666666666666
192,11,8,"POLYGON ((-74.0108 40.7157, -74.01097299999999 40.716154, -74.01179999999999 40.7159, -74.0119 40.715, -74.01186700000001 40.714947, -74.01158199999999 40.714845, -74.01139999999999 40.7149, -74.0108 40.7157))",0.42105263157894735
193,54,38,"POLYGON ((-74.011087 40.71301500000001, -74.01049999999999 40.7116, -74.0102 40.7113, -74.00920000000001 40.7121, -74.00790000000001 40.7141, -74.00790000000001 40.7142, -74.007942 40.714389, -74.00925699999999 40.715307, -74.0094 40.7154, -74.0106 40.7153, -74.0107 40.7151, -74.011042 40.713937, -74.011087 40.71301500000001))",0.41304347826086957
194,28,19,"POLYGON ((-74.0077 40.7161, -74.00797 40.71722, -74.010491 40.71779799999999, -74.010597 40.717807, -74.0107 40.7176, -74.01009999999999 40.7163, -74.009 40.7157, -74.008915 40.71572, -74.0077 40.7161))",0.40425531914893614
195,23,15,"POLYGON ((-74.008 40.7148, -74.0052 40.7152, -74.0059 40.7162, -74.006598 40.716717, -74.0072 40.717, -74.0074 40.7169, -74.008 40.7148))",0.39473684210526316
196,6,12,"POLYGON ((-73.957797 40.782125, -73.957035 40.782782, -73.957048 40.782963, -73.957086 40.783081, -73.957277 40.783152, -73.95869999999999 40.7825, -73.9586 40.7822, -73.957797 40.782125))",0.6666666666666666
197,13,20,"POLYGON ((-73.959 40.78, -73.958135 40.78159, -73.95827 40.78176699999999, -73.9588 40.7818, -73.960308 40.781654, -73.96040699999999 40.781512, -73.95937499999999 40.780142, -73.959292 40.780072, -73.959 40.78))",0.6060606060606061
198,12,5,"POLYGON ((-74.00449999999999 40.7171, -74.00539599999999 40.718205, -74.0057 40.7182, -74.0059 40.7177, -74.005933 40.717421, -74.0051 40.7171, -74.00449999999999 40.7171))",0.29411764705882354
199,24,14,"POLYGON ((-74.005 40.7182, -74.0047 40.7188, -74.0047 40.7191, -74.0048 40.7204, -74.00539999999999 40.7204, -74.00539499999999 40.719023, -74.00527599999999 40.718736, -74.005 40.7182))",0.3684210526315789
200,20,21,"POLYGON ((-73.9799 40.7366, -73.9796 40.739002, -73.97989 40.739267, -73.98189000000001 40.737495, -73.9821 40.7368, -73.981837 40.736592, -73.9816 40.7365, -73.9799 40.7366))",0.5121951219512195
201,14,20,"POLYGON ((-73.97318800000001 40.743992, -73.9714 40.7453, -73.9714 40.74684, -73.97148 40.746987, -73.9726 40.7466, -73.973124 40.744457, -73.97318800000001 40.743992))",0.5882352941176471
202,7,15,"POLYGON ((-73.980963 40.745189, -73.982 40.7439, -73.981465 40.743882, -73.98078199999999 40.74436, -73.98009 40.745057, -73.980963 40.745189))",0.6818181818181818
203,14,23,"POLYGON ((-73.952033 40.78432100000001, -73.952162 40.78442, -73.9528 40.7841, -73.95434 40.781385, -73.954317 40.781177, -73.9541 40.7813, -73.95368499999999 40.781667, -73.952207 40.78307, -73.952033 40.78432100000001))",0.6216216216216216
204,1,15,"POLYGON ((-73.963567 40.767522, -73.96360799999999 40.768042, -73.96405 40.768019, -73.964915 40.767542, -73.96481199999999 40.76738, -73.964485 40.767267, -73.964445 40.767262, -73.96434000000001 40.767282, -73.963567 40.767522))",0.9375
205,20,12,"POLYGON ((-74.00051999999999 40.718638, -74.00115 40.719802, -74.0029 40.7195, -74.003 40.7182, -74.0008 40.7181, -74.00051999999999 40.718638))",0.375
206,29,9,"POLYGON ((-74.0022 40.7384, -74.0031 40.737, -74.002 40.7365, -74.0008 40.7362, -73.99979999999999 40.7369, -74.000272 40.73725200000001, -74.0022 40.7384))",0.23684210526315788
